Drug Name,Current Indication,Possible Repurposed Use,Repurposing Score (%),Molecular Formula,Mechanism of Action,Side Effects,Approval Year,Generic Name,Brand Name,Side Effect Prediction (AI/ML),Pharmacokinetics (ADME),Clinical Trial Data,Preclinical Studies,Pathway Analysis,Dosage Forms,Recommended Dosage,Marketed By,Half-Life (t½) (hours),AI Predicted Repurposing Potential,AI-Based Drug-Drug Interaction Risk,Bioavailability,Absorption Rate,Metabolism Type,AI-Powered Personalized Medicine Suitability
Ranitidine,Pain Relief,Weight Loss,82.66,C9H8O4,HMG-CoA Reductase Inhibitor,Muscle Pain,1996,Ibuprofen,Prilosec,High Risk,Slow Metabolism,Phase 3,Toxicology Report,PI3K-AKT Pathway,Capsule,10mg once daily,Novartis,24,High,Low Risk,High (>80%),Slow,Gut,Partially Suitable
Simvastatin,Gastric Ulcer,Anti-Aging,93.16,C9H8O4,AMPK Activator,Gastrointestinal Issues,1994,Acetylsalicylic Acid,Lipitor,High Risk,Liver Metabolism,Completed,Animal Testing,Dopaminergic Pathway,Topical Gel,250mg every 8 hours,Roche,6,Low,High Risk,Moderate (50-80%),Fast,Gut,Suitable
Levothyroxine,Fever,Cancer Therapy,31.89,C4H11N5,AMPK Activator,Gastrointestinal Issues,1987,Ibuprofen,Prilosec,Moderate Risk,High Bioavailability,Ongoing,In Vitro Studies,Serotonin Pathway,Injection,50mg daily,Novartis,2,Low,Moderate Risk,Moderate (50-80%),Moderate,Liver,Not Suitable
Aspirin,Inflammation,Antiviral,43.01,C9H8O4,NSAID,"Nausea, Dizziness",1996,Ibuprofen,Prilosec,High Risk,Rapid Absorption,Completed,Animal Testing,Serotonin Pathway,Injection,10mg once daily,Pfizer,2,High,Low Risk,Low (<50%),Moderate,Enzyme-Specific,Partially Suitable
Metformin,Acid Reflux,Antiviral,31.88,C17H19N3O3S,Proton Pump Inhibitor,Acid Reflux,1965,Metformin Hydrochloride,Lipitor,Low Risk,Slow Metabolism,Phase 3,In Vitro Studies,MAPK Pathway,Tablet,10mg once daily,Pfizer,6,High,Moderate Risk,Low (<50%),Fast,Enzyme-Specific,Suitable
Ibuprofen,Diabetes,Antiviral,81.11,C4H11N5,HMG-CoA Reductase Inhibitor,Muscle Pain,1987,Omeprazole,Lipitor,Moderate Risk,High Bioavailability,Phase 3,In Vitro Studies,MAPK Pathway,Syrup,50mg daily,Merck,48,Moderate,High Risk,Low (<50%),Slow,Renal,Partially Suitable
Atorvastatin,Fever,Liver Disease,43.76,C13H18O2,Proton Pump Inhibitor,"Nausea, Dizziness",1971,Metformin Hydrochloride,Aspirin,High Risk,Liver Metabolism,Completed,No Preclinical Data,Dopaminergic Pathway,Topical Gel,As prescribed,Roche,24,Low,High Risk,Moderate (50-80%),Fast,Renal,Suitable
Omeprazole,Thyroid Hormone Replacement,Weight Loss,73.93,C33H35FN2O5,HMG-CoA Reductase Inhibitor,Acid Reflux,1965,Atorvastatin Calcium,Glucophage,High Risk,Slow Metabolism,Phase 2,No Preclinical Data,MAPK Pathway,Tablet,250mg every 8 hours,AstraZeneca,12,Moderate,Low Risk,Moderate (50-80%),Moderate,Renal,Not Suitable
Losartan,Thyroid Hormone Replacement,Autoimmune Disorders,88.23,C13H18O2,AMPK Activator,"Headache, Rash",1994,Metformin Hydrochloride,Lipitor,Low Risk,High Bioavailability,Ongoing,Toxicology Report,Immune Response Pathway,Capsule,50mg daily,AstraZeneca,24,High,High Risk,Low (<50%),Fast,Gut,Partially Suitable
Paracetamol,Diabetes,Alzheimer's,59.55,C33H35FN2O5,NSAID,Muscle Pain,1996,Atorvastatin Calcium,Lipitor,Low Risk,High Bioavailability,Phase 1,Toxicology Report,Serotonin Pathway,Syrup,10mg once daily,Novartis,6,Low,Low Risk,Moderate (50-80%),Moderate,Renal,Suitable
Ranitidine,Inflammation,Weight Loss,42.56,C17H19N3O3S,Proton Pump Inhibitor,"Headache, Rash",1996,Metformin Hydrochloride,Aspirin,Moderate Risk,Renal Excretion,Phase 3,Animal Testing,PI3K-AKT Pathway,Capsule,10mg once daily,Roche,2,High,High Risk,High (>80%),Moderate,Renal,Suitable
Simvastatin,Hypertension,Parkinson's,40.43,C13H18O2,NSAID,Acid Reflux,1965,Omeprazole,Glucophage,High Risk,Liver Metabolism,Ongoing,Animal Testing,Serotonin Pathway,Capsule,250mg every 8 hours,Merck,48,High,High Risk,Moderate (50-80%),Fast,Renal,Not Suitable
Levothyroxine,Blood Thinner,Weight Loss,47.29,C4H11N5,HMG-CoA Reductase Inhibitor,Acid Reflux,1971,Omeprazole,Lipitor,High Risk,High Bioavailability,Ongoing,Toxicology Report,PI3K-AKT Pathway,Syrup,50mg daily,Novartis,24,High,High Risk,Low (<50%),Moderate,Gut,Not Suitable
Aspirin,Cholesterol Control,Liver Disease,72.71,C33H35FN2O5,AMPK Activator,Acid Reflux,1971,Atorvastatin Calcium,Aspirin,Moderate Risk,High Bioavailability,Phase 1,Animal Testing,PI3K-AKT Pathway,Syrup,250mg every 8 hours,AstraZeneca,12,Moderate,Low Risk,Low (<50%),Slow,Liver,Not Suitable
Metformin,Gastric Ulcer,Migraine Treatment,65.02,C4H11N5,NSAID,Gastrointestinal Issues,1987,Acetylsalicylic Acid,Glucophage,High Risk,Liver Metabolism,Completed,In Vitro Studies,PI3K-AKT Pathway,Capsule,50mg daily,Pfizer,6,High,Moderate Risk,High (>80%),Moderate,Renal,Suitable
Ibuprofen,Hypertension,Alzheimer's,54.48,C13H18O2,COX Inhibitor,Gastrointestinal Issues,1996,Atorvastatin Calcium,Glucophage,High Risk,Slow Metabolism,Ongoing,In Vitro Studies,Immune Response Pathway,Injection,50mg daily,Pfizer,24,High,High Risk,Moderate (50-80%),Moderate,Gut,Partially Suitable
Atorvastatin,Gastric Ulcer,Alzheimer's,49.8,C33H35FN2O5,COX Inhibitor,Gastrointestinal Issues,1971,Ibuprofen,Prilosec,Low Risk,Liver Metabolism,Ongoing,No Preclinical Data,Dopaminergic Pathway,Tablet,As prescribed,Pfizer,12,High,High Risk,High (>80%),Moderate,Gut,Not Suitable
Omeprazole,Blood Thinner,Parkinson's,71.39,C13H18O2,AMPK Activator,"Headache, Rash",1996,Ibuprofen,Aspirin,Moderate Risk,Renal Excretion,Phase 4,Toxicology Report,Serotonin Pathway,Tablet,250mg every 8 hours,AstraZeneca,48,High,High Risk,Low (<50%),Fast,Liver,Partially Suitable
Losartan,Thyroid Hormone Replacement,Liver Disease,61.17,C17H19N3O3S,AMPK Activator,Muscle Pain,1994,Acetylsalicylic Acid,Glucophage,Moderate Risk,Rapid Absorption,Completed,Toxicology Report,Serotonin Pathway,Tablet,50mg daily,Roche,6,Low,Moderate Risk,Low (<50%),Fast,Enzyme-Specific,Not Suitable
Paracetamol,Inflammation,Liver Disease,77.5,C33H35FN2O5,AMPK Activator,Gastrointestinal Issues,1965,Metformin Hydrochloride,Prilosec,Moderate Risk,Slow Metabolism,Phase 1,In Vitro Studies,PI3K-AKT Pathway,Topical Gel,As prescribed,AstraZeneca,48,High,Low Risk,High (>80%),Slow,Renal,Not Suitable
Ranitidine,Hypertension,Cardiovascular Disease,83,C33H35FN2O5,NSAID,Acid Reflux,1996,Acetylsalicylic Acid,Aspirin,High Risk,High Bioavailability,Phase 4,Toxicology Report,PI3K-AKT Pathway,Syrup,500mg twice a day,Pfizer,24,High,Moderate Risk,Moderate (50-80%),Slow,Gut,Suitable
Simvastatin,Pain Relief,Antiviral,41.46,C4H11N5,HMG-CoA Reductase Inhibitor,Acid Reflux,1971,Metformin Hydrochloride,Glucophage,High Risk,Rapid Absorption,Ongoing,In Vitro Studies,PI3K-AKT Pathway,Topical Gel,250mg every 8 hours,Merck,12,Moderate,Low Risk,Low (<50%),Moderate,Gut,Partially Suitable
Levothyroxine,Thyroid Hormone Replacement,Anti-Aging,40.38,C17H19N3O3S,AMPK Activator,"Nausea, Dizziness",1987,Metformin Hydrochloride,Prilosec,High Risk,Liver Metabolism,Phase 1,In Vitro Studies,PI3K-AKT Pathway,Tablet,250mg every 8 hours,Roche,24,Low,Moderate Risk,Moderate (50-80%),Slow,Liver,Not Suitable
Aspirin,Hypertension,Liver Disease,44.56,C17H19N3O3S,HMG-CoA Reductase Inhibitor,Muscle Pain,1965,Metformin Hydrochloride,Lipitor,Moderate Risk,High Bioavailability,Completed,Toxicology Report,Immune Response Pathway,Topical Gel,10mg once daily,Merck,48,High,Moderate Risk,Low (<50%),Fast,Gut,Not Suitable
Metformin,Hypertension,Migraine Treatment,59.91,C17H19N3O3S,COX Inhibitor,Acid Reflux,1996,Atorvastatin Calcium,Advil,Low Risk,Slow Metabolism,Phase 1,Animal Testing,Serotonin Pathway,Syrup,10mg once daily,Roche,24,Low,High Risk,Moderate (50-80%),Fast,Enzyme-Specific,Suitable
Ibuprofen,Thyroid Hormone Replacement,Alzheimer's,70.86,C13H18O2,AMPK Activator,Acid Reflux,1996,Ibuprofen,Advil,Moderate Risk,Rapid Absorption,Phase 3,Toxicology Report,MAPK Pathway,Topical Gel,As prescribed,Roche,24,Low,Moderate Risk,High (>80%),Moderate,Liver,Partially Suitable
Atorvastatin,Acid Reflux,Anti-Aging,90.53,C17H19N3O3S,NSAID,Acid Reflux,1965,Ibuprofen,Lipitor,High Risk,Slow Metabolism,Phase 2,Toxicology Report,Serotonin Pathway,Injection,500mg twice a day,Pfizer,2,High,Moderate Risk,High (>80%),Moderate,Renal,Suitable
Omeprazole,Pain Relief,Cancer Therapy,43.98,C33H35FN2O5,NSAID,"Headache, Rash",1994,Acetylsalicylic Acid,Prilosec,Low Risk,Rapid Absorption,Ongoing,Toxicology Report,MAPK Pathway,Syrup,10mg once daily,Roche,2,Low,Moderate Risk,High (>80%),Slow,Enzyme-Specific,Suitable
Losartan,Acid Reflux,Alzheimer's,36.65,C9H8O4,COX Inhibitor,"Nausea, Dizziness",1965,Omeprazole,Advil,Low Risk,Liver Metabolism,Ongoing,Toxicology Report,MAPK Pathway,Capsule,500mg twice a day,AstraZeneca,2,Moderate,Moderate Risk,Low (<50%),Fast,Liver,Not Suitable
Paracetamol,Acid Reflux,Migraine Treatment,92.48,C9H8O4,HMG-CoA Reductase Inhibitor,"Nausea, Dizziness",1987,Acetylsalicylic Acid,Advil,Low Risk,High Bioavailability,Ongoing,Animal Testing,Serotonin Pathway,Capsule,10mg once daily,AstraZeneca,6,Low,Low Risk,Low (<50%),Slow,Renal,Not Suitable
Ranitidine,Inflammation,Weight Loss,30.85,C4H11N5,Proton Pump Inhibitor,Acid Reflux,1971,Ibuprofen,Prilosec,High Risk,Liver Metabolism,Phase 2,In Vitro Studies,Serotonin Pathway,Syrup,500mg twice a day,Pfizer,24,High,Moderate Risk,Moderate (50-80%),Moderate,Liver,Suitable
Simvastatin,Gastric Ulcer,Weight Loss,40.47,C13H18O2,AMPK Activator,Gastrointestinal Issues,1971,Metformin Hydrochloride,Advil,Moderate Risk,High Bioavailability,Phase 1,Toxicology Report,PI3K-AKT Pathway,Topical Gel,10mg once daily,Roche,48,Moderate,High Risk,High (>80%),Fast,Enzyme-Specific,Partially Suitable
Levothyroxine,Thyroid Hormone Replacement,Liver Disease,75.42,C9H8O4,HMG-CoA Reductase Inhibitor,"Headache, Rash",1996,Metformin Hydrochloride,Aspirin,Moderate Risk,Liver Metabolism,Ongoing,No Preclinical Data,Serotonin Pathway,Injection,250mg every 8 hours,Merck,2,High,Moderate Risk,Moderate (50-80%),Slow,Enzyme-Specific,Not Suitable
Aspirin,Acid Reflux,Alzheimer's,73.74,C33H35FN2O5,COX Inhibitor,Muscle Pain,1965,Acetylsalicylic Acid,Prilosec,High Risk,Renal Excretion,Phase 1,In Vitro Studies,Immune Response Pathway,Capsule,500mg twice a day,Novartis,12,High,Moderate Risk,Low (<50%),Moderate,Renal,Partially Suitable
Metformin,Inflammation,Anti-Aging,47.67,C9H8O4,Proton Pump Inhibitor,Gastrointestinal Issues,1965,Ibuprofen,Aspirin,High Risk,Renal Excretion,Phase 3,Toxicology Report,Serotonin Pathway,Topical Gel,500mg twice a day,AstraZeneca,12,Low,High Risk,Moderate (50-80%),Slow,Gut,Not Suitable
Ibuprofen,Gastric Ulcer,Antiviral,72.99,C33H35FN2O5,COX Inhibitor,Gastrointestinal Issues,1994,Metformin Hydrochloride,Lipitor,Moderate Risk,Renal Excretion,Ongoing,Toxicology Report,MAPK Pathway,Syrup,10mg once daily,Merck,2,Moderate,Low Risk,Moderate (50-80%),Fast,Liver,Suitable
Atorvastatin,Gastric Ulcer,Parkinson's,61.33,C9H8O4,AMPK Activator,"Nausea, Dizziness",1965,Ibuprofen,Prilosec,Moderate Risk,High Bioavailability,Phase 2,Animal Testing,Dopaminergic Pathway,Syrup,250mg every 8 hours,AstraZeneca,2,Moderate,Low Risk,Moderate (50-80%),Moderate,Enzyme-Specific,Partially Suitable
Omeprazole,Fever,Autoimmune Disorders,57.36,C4H11N5,NSAID,Muscle Pain,1996,Atorvastatin Calcium,Prilosec,Moderate Risk,Liver Metabolism,Ongoing,Toxicology Report,MAPK Pathway,Tablet,50mg daily,AstraZeneca,48,Low,Low Risk,High (>80%),Moderate,Renal,Not Suitable
Losartan,Blood Thinner,Cancer Therapy,82.36,C33H35FN2O5,AMPK Activator,Acid Reflux,1965,Metformin Hydrochloride,Glucophage,High Risk,Renal Excretion,Phase 3,No Preclinical Data,MAPK Pathway,Tablet,50mg daily,Novartis,6,Moderate,Low Risk,High (>80%),Moderate,Enzyme-Specific,Not Suitable
Paracetamol,Thyroid Hormone Replacement,Liver Disease,32.04,C4H11N5,NSAID,"Headache, Rash",1996,Ibuprofen,Prilosec,High Risk,Renal Excretion,Phase 1,No Preclinical Data,MAPK Pathway,Injection,250mg every 8 hours,Roche,6,Low,Low Risk,Low (<50%),Slow,Liver,Suitable
Ranitidine,Pain Relief,Anti-Aging,73.28,C13H18O2,Proton Pump Inhibitor,"Headache, Rash",1987,Acetylsalicylic Acid,Advil,Low Risk,Rapid Absorption,Phase 4,Animal Testing,Immune Response Pathway,Capsule,500mg twice a day,AstraZeneca,24,Moderate,Moderate Risk,Moderate (50-80%),Slow,Enzyme-Specific,Not Suitable
Simvastatin,Pain Relief,Migraine Treatment,39.47,C13H18O2,AMPK Activator,Gastrointestinal Issues,1987,Omeprazole,Prilosec,Low Risk,Renal Excretion,Phase 3,Toxicology Report,PI3K-AKT Pathway,Syrup,As prescribed,Novartis,6,High,Low Risk,High (>80%),Fast,Enzyme-Specific,Not Suitable
Levothyroxine,Inflammation,Migraine Treatment,66.85,C9H8O4,HMG-CoA Reductase Inhibitor,Muscle Pain,1971,Omeprazole,Glucophage,Low Risk,Slow Metabolism,Phase 4,In Vitro Studies,Immune Response Pathway,Syrup,10mg once daily,Roche,12,Moderate,Moderate Risk,High (>80%),Fast,Liver,Suitable
Aspirin,Inflammation,Antiviral,71.99,C17H19N3O3S,COX Inhibitor,"Nausea, Dizziness",1965,Omeprazole,Glucophage,High Risk,Rapid Absorption,Phase 4,Toxicology Report,MAPK Pathway,Syrup,250mg every 8 hours,Roche,48,High,High Risk,Moderate (50-80%),Slow,Gut,Not Suitable
Metformin,Thyroid Hormone Replacement,Parkinson's,32.25,C13H18O2,COX Inhibitor,Gastrointestinal Issues,1971,Ibuprofen,Prilosec,Low Risk,Liver Metabolism,Phase 2,Animal Testing,Serotonin Pathway,Injection,250mg every 8 hours,Novartis,6,Low,Low Risk,Moderate (50-80%),Moderate,Gut,Partially Suitable
Ibuprofen,Gastric Ulcer,Anti-Aging,65.37,C17H19N3O3S,Proton Pump Inhibitor,Acid Reflux,1996,Metformin Hydrochloride,Advil,Low Risk,Slow Metabolism,Phase 4,No Preclinical Data,Dopaminergic Pathway,Capsule,500mg twice a day,Merck,12,High,Low Risk,Moderate (50-80%),Fast,Gut,Partially Suitable
Atorvastatin,Inflammation,Migraine Treatment,56.5,C13H18O2,HMG-CoA Reductase Inhibitor,Muscle Pain,1987,Ibuprofen,Lipitor,Low Risk,Liver Metabolism,Completed,No Preclinical Data,Dopaminergic Pathway,Syrup,50mg daily,Novartis,24,High,High Risk,Moderate (50-80%),Moderate,Gut,Partially Suitable
Omeprazole,Blood Thinner,Autoimmune Disorders,94.46,C13H18O2,AMPK Activator,Gastrointestinal Issues,1965,Metformin Hydrochloride,Advil,Low Risk,Liver Metabolism,Phase 1,No Preclinical Data,Dopaminergic Pathway,Injection,500mg twice a day,Roche,12,High,Low Risk,High (>80%),Slow,Liver,Suitable
Losartan,Inflammation,Antiviral,72.1,C17H19N3O3S,AMPK Activator,Muscle Pain,1965,Ibuprofen,Prilosec,Moderate Risk,High Bioavailability,Phase 2,In Vitro Studies,Serotonin Pathway,Capsule,50mg daily,Roche,12,Low,Low Risk,High (>80%),Moderate,Enzyme-Specific,Not Suitable
Paracetamol,Gastric Ulcer,Autoimmune Disorders,80.94,C13H18O2,COX Inhibitor,Gastrointestinal Issues,1996,Omeprazole,Prilosec,Low Risk,Renal Excretion,Phase 3,No Preclinical Data,Dopaminergic Pathway,Capsule,50mg daily,Pfizer,24,Low,Moderate Risk,Low (<50%),Slow,Liver,Suitable
Ranitidine,Diabetes,Liver Disease,81.25,C13H18O2,HMG-CoA Reductase Inhibitor,Gastrointestinal Issues,1971,Ibuprofen,Glucophage,Moderate Risk,Slow Metabolism,Phase 2,No Preclinical Data,Immune Response Pathway,Injection,10mg once daily,Roche,48,Low,Moderate Risk,Moderate (50-80%),Fast,Liver,Suitable
Simvastatin,Diabetes,Parkinson's,92.62,C13H18O2,Proton Pump Inhibitor,"Headache, Rash",1965,Metformin Hydrochloride,Aspirin,High Risk,Rapid Absorption,Completed,Toxicology Report,Dopaminergic Pathway,Tablet,50mg daily,AstraZeneca,48,Moderate,Moderate Risk,Low (<50%),Slow,Liver,Partially Suitable
Levothyroxine,Fever,Weight Loss,42.82,C13H18O2,Proton Pump Inhibitor,"Nausea, Dizziness",1994,Acetylsalicylic Acid,Aspirin,Low Risk,Renal Excretion,Phase 1,In Vitro Studies,PI3K-AKT Pathway,Tablet,250mg every 8 hours,Roche,24,High,High Risk,Low (<50%),Moderate,Gut,Not Suitable
Aspirin,Diabetes,Cardiovascular Disease,77.71,C33H35FN2O5,COX Inhibitor,"Nausea, Dizziness",1971,Atorvastatin Calcium,Advil,Moderate Risk,High Bioavailability,Phase 1,Toxicology Report,Serotonin Pathway,Topical Gel,10mg once daily,AstraZeneca,12,Moderate,High Risk,Moderate (50-80%),Slow,Gut,Suitable
Metformin,Blood Thinner,Antiviral,33.63,C33H35FN2O5,COX Inhibitor,"Headache, Rash",1971,Atorvastatin Calcium,Aspirin,Moderate Risk,Rapid Absorption,Phase 2,In Vitro Studies,MAPK Pathway,Syrup,500mg twice a day,Pfizer,2,High,High Risk,High (>80%),Fast,Renal,Partially Suitable
Ibuprofen,Blood Thinner,Anti-Aging,93.06,C13H18O2,COX Inhibitor,Acid Reflux,1994,Acetylsalicylic Acid,Lipitor,High Risk,Liver Metabolism,Phase 4,In Vitro Studies,Serotonin Pathway,Syrup,500mg twice a day,Roche,6,Low,Moderate Risk,Low (<50%),Fast,Renal,Suitable
Atorvastatin,Cholesterol Control,Cancer Therapy,81.4,C9H8O4,AMPK Activator,"Headache, Rash",1996,Omeprazole,Glucophage,High Risk,Renal Excretion,Phase 3,Toxicology Report,MAPK Pathway,Syrup,10mg once daily,Roche,12,Moderate,Moderate Risk,High (>80%),Fast,Liver,Not Suitable
Omeprazole,Inflammation,Liver Disease,64.04,C4H11N5,HMG-CoA Reductase Inhibitor,"Nausea, Dizziness",1987,Atorvastatin Calcium,Aspirin,Low Risk,Liver Metabolism,Phase 1,Animal Testing,MAPK Pathway,Capsule,500mg twice a day,Novartis,24,Low,Low Risk,High (>80%),Moderate,Enzyme-Specific,Not Suitable
Losartan,Acid Reflux,Parkinson's,58.44,C17H19N3O3S,AMPK Activator,"Headache, Rash",1996,Omeprazole,Glucophage,Low Risk,Liver Metabolism,Completed,Animal Testing,Immune Response Pathway,Capsule,10mg once daily,AstraZeneca,2,Low,Moderate Risk,Low (<50%),Fast,Liver,Not Suitable
Paracetamol,Diabetes,Cardiovascular Disease,58.28,C4H11N5,NSAID,Acid Reflux,1965,Metformin Hydrochloride,Prilosec,Low Risk,Renal Excretion,Phase 4,No Preclinical Data,Dopaminergic Pathway,Tablet,As prescribed,AstraZeneca,24,Low,High Risk,Low (<50%),Moderate,Enzyme-Specific,Partially Suitable
Ranitidine,Hypertension,Antiviral,85,C33H35FN2O5,NSAID,Gastrointestinal Issues,1965,Ibuprofen,Glucophage,Low Risk,Slow Metabolism,Completed,Toxicology Report,Immune Response Pathway,Tablet,50mg daily,Pfizer,2,High,Moderate Risk,Low (<50%),Slow,Renal,Not Suitable
Simvastatin,Gastric Ulcer,Cancer Therapy,62.84,C17H19N3O3S,Proton Pump Inhibitor,Acid Reflux,1971,Acetylsalicylic Acid,Lipitor,Moderate Risk,Renal Excretion,Phase 4,Toxicology Report,Dopaminergic Pathway,Injection,10mg once daily,Merck,12,High,Moderate Risk,Low (<50%),Moderate,Liver,Suitable
Levothyroxine,Blood Thinner,Weight Loss,86.66,C13H18O2,Proton Pump Inhibitor,"Nausea, Dizziness",1971,Omeprazole,Advil,Low Risk,Renal Excretion,Phase 3,Animal Testing,MAPK Pathway,Syrup,250mg every 8 hours,AstraZeneca,48,High,High Risk,Low (<50%),Fast,Gut,Suitable
Aspirin,Diabetes,Antiviral,76.52,C9H8O4,COX Inhibitor,"Headache, Rash",1996,Acetylsalicylic Acid,Glucophage,High Risk,Rapid Absorption,Phase 1,No Preclinical Data,Immune Response Pathway,Capsule,10mg once daily,Novartis,48,Moderate,Low Risk,Moderate (50-80%),Slow,Gut,Suitable
Metformin,Acid Reflux,Liver Disease,30.22,C9H8O4,COX Inhibitor,"Nausea, Dizziness",1971,Acetylsalicylic Acid,Glucophage,Low Risk,High Bioavailability,Ongoing,In Vitro Studies,MAPK Pathway,Capsule,10mg once daily,AstraZeneca,48,High,Low Risk,Moderate (50-80%),Slow,Gut,Not Suitable
Ibuprofen,Cholesterol Control,Anti-Aging,63.76,C17H19N3O3S,HMG-CoA Reductase Inhibitor,Gastrointestinal Issues,1996,Ibuprofen,Advil,Moderate Risk,High Bioavailability,Phase 2,Animal Testing,Immune Response Pathway,Injection,500mg twice a day,Merck,48,Moderate,Moderate Risk,Moderate (50-80%),Moderate,Renal,Not Suitable
Atorvastatin,Diabetes,Cardiovascular Disease,79.42,C4H11N5,Proton Pump Inhibitor,"Nausea, Dizziness",1996,Acetylsalicylic Acid,Glucophage,Moderate Risk,Renal Excretion,Phase 1,Toxicology Report,PI3K-AKT Pathway,Tablet,250mg every 8 hours,Merck,24,Low,High Risk,High (>80%),Slow,Gut,Partially Suitable
Omeprazole,Cholesterol Control,Anti-Aging,54.96,C4H11N5,Proton Pump Inhibitor,"Headache, Rash",1965,Ibuprofen,Lipitor,High Risk,Liver Metabolism,Phase 4,Animal Testing,MAPK Pathway,Tablet,500mg twice a day,AstraZeneca,48,Moderate,Moderate Risk,Moderate (50-80%),Moderate,Liver,Not Suitable
Losartan,Pain Relief,Cardiovascular Disease,87.27,C17H19N3O3S,Proton Pump Inhibitor,"Nausea, Dizziness",1971,Ibuprofen,Glucophage,Low Risk,Rapid Absorption,Phase 2,In Vitro Studies,MAPK Pathway,Tablet,As prescribed,Pfizer,2,High,Moderate Risk,Low (<50%),Fast,Enzyme-Specific,Suitable
Paracetamol,Blood Thinner,Parkinson's,32.37,C4H11N5,Proton Pump Inhibitor,Muscle Pain,1987,Acetylsalicylic Acid,Advil,Low Risk,High Bioavailability,Phase 1,Toxicology Report,Serotonin Pathway,Syrup,50mg daily,Roche,24,Moderate,High Risk,High (>80%),Fast,Renal,Partially Suitable
Ranitidine,Hypertension,Weight Loss,79.01,C9H8O4,Proton Pump Inhibitor,"Nausea, Dizziness",1965,Ibuprofen,Aspirin,High Risk,Renal Excretion,Phase 4,Toxicology Report,Serotonin Pathway,Injection,As prescribed,Novartis,6,Low,High Risk,Low (<50%),Moderate,Renal,Suitable
Simvastatin,Fever,Alzheimer's,44.49,C13H18O2,NSAID,"Headache, Rash",1971,Ibuprofen,Lipitor,Low Risk,Rapid Absorption,Completed,In Vitro Studies,PI3K-AKT Pathway,Capsule,10mg once daily,AstraZeneca,12,Low,Moderate Risk,High (>80%),Slow,Liver,Partially Suitable
Levothyroxine,Fever,Autoimmune Disorders,61.75,C9H8O4,NSAID,Acid Reflux,1987,Metformin Hydrochloride,Glucophage,High Risk,Rapid Absorption,Phase 4,Animal Testing,MAPK Pathway,Tablet,250mg every 8 hours,Pfizer,2,Moderate,Moderate Risk,Moderate (50-80%),Fast,Gut,Not Suitable
Aspirin,Hypertension,Cancer Therapy,92.25,C17H19N3O3S,Proton Pump Inhibitor,"Nausea, Dizziness",1994,Ibuprofen,Lipitor,Moderate Risk,Rapid Absorption,Completed,In Vitro Studies,Dopaminergic Pathway,Tablet,500mg twice a day,Novartis,48,Low,Moderate Risk,Moderate (50-80%),Slow,Renal,Partially Suitable
Metformin,Diabetes,Cancer Therapy,77.48,C33H35FN2O5,NSAID,Muscle Pain,1994,Acetylsalicylic Acid,Advil,Low Risk,Rapid Absorption,Ongoing,No Preclinical Data,PI3K-AKT Pathway,Injection,As prescribed,AstraZeneca,2,Moderate,Low Risk,Moderate (50-80%),Slow,Liver,Suitable
Ibuprofen,Acid Reflux,Anti-Aging,49.89,C13H18O2,AMPK Activator,Acid Reflux,1965,Metformin Hydrochloride,Advil,Low Risk,Rapid Absorption,Ongoing,Toxicology Report,Serotonin Pathway,Syrup,250mg every 8 hours,AstraZeneca,12,High,Moderate Risk,Low (<50%),Fast,Liver,Not Suitable
